datetime,author_title,review_text,review_rating
08/30/2023 15:13:22,Edward Pettway,Maria and the team  at Fairfield County Bank  are most awesome and sharp when it come to helping with banking issues,5
09/05/2023 18:19:50,Marie Desances,Awesome people. They are very helpful and well versed when it comes to banking.,5
07/28/2020 17:05:42,Joe Saad,"John has been great to work with. He handled my mortgage for my first home 2 years ago and my refinance this year. He is extremely easy to contact, will answer any question, and will work hard to get you the best rate while offering top-notch service. Highly recommend!",5
05/18/2022 16:20:20,Susan Baron,"We love Fairfield County Bank. Maria is welcoming, knowledgeable and made everything easy to do. As senior citizens we appreciate the support she gives us!!",5
02/10/2022 20:24:35,Boka Benson,"This bank and the staff make banking a pleasure. The manager and staff go the extra mile to know the customers as friends and valued customers. They provide wonderful services. I recently moved the account of a non profit organization to which I belong from one of the bigger banks to Fairfield County Bank. Wow! It was an easy transition so professionally handled by the Manager, Patty Connelly,  No more monthly management fees, first set of checks, very many, were free, and deposit stamp made free. Where else can you get all these services? Keep up the good job. I am on a mission to tell my friends and family to head to Fairfield County Bank, especially at 255 Tunxis Hill Road, Fairfield, CT 06825. Keep up the great job!
B. Oyiboka Benson",4
10/20/2021 16:46:22,Phyllis Hudson,"I am the Office Administrator for Bert's Tree Service Corporation and I called Patricia Connelly who is the branch manager of the Tunxis Hill branch and asked her for deposit transaction research for a deposit that I made at her branch.  Not only did she handle it immediately, but as always, she was most professional and courteous.  It is a pleasure doing business with Fairfield County Bank and especially Ms. Connelly.  Thank you!",5
04/03/2023 15:18:21,Debbie Odell,"Nilsa Jana Ana are outstanding tellers
Patti and Maria are the best.
Very nice branch by far my favorite!",5
07/13/2020 18:22:30,Kathy Gaisser,"John Delio, our long time friend and  Sr. Mortgage Officer
for Fairfield County Bank has been beyond excellent with our latest refinance. He kept us appraised of the rates and how we could maximize our investment. Even though we have been though the process before he was always patient and timely in answering our questions and concerns, once again he has brought us to the closing table!! Thank You John !",5
09/20/2022 16:20:22,Theresa Parisi,"Best bank in Fairfield! So fast and professional service, everyone is always so nice and polite from from mangers to the tellers Nilsa, Jana, Ana, Patti C & Maria.",5
05/09/2022 17:51:19,Juan Reyes Jr.,All the woman here are very smart beautiful friendlies. I am happy with the service. Patti Maria Paola Jahana Nilsa. I love the staff. They are great 🙂,5
08/21/2020 11:53:44,Peter Giles,"Working with John Delio and Fairfield County Bank to secure a new mortgage was a wonderful experience. John is the consummate professional, extremely knowledgeable about the mortgage process and unwaveringly focused on keeping everything on track to help us succeed. Equally important, he conducts business with a personal touch, making us feel special. I give John and Fairfield County Bank my highest recommendation.",5
10/07/2020 13:00:28,C B,Working with John Delio and Fairfield County Bank was a wonderful experience. John always responded quickly to questions and concerns and he made the process of refinancing a simple and efficient one for us! Highly recommend.,5
11/20/2020 17:39:18,STACEY H,"My husband and I have been banking with Fairfield County Bank for too many years to count now, and in all those years I must say that this bank is the best banking institution hands down.  We each own businesses and have tried other banks in an effort to keep our personal banking separate from our professional banking but none of them ever came close to the service and dedication that this bank offers.  All of their associates are excellent but if I had to single out an individual who has been a shining star to us, Patricia Connelly, the Manager of the Fairfield Branch comes up first every time!  Recently my husband had his car broken into and they stole important banking information which caused us to have to close and reopen all of our accounts with our banks.  I had been using Fairfield County Bank for family, personal and business for years but my husband was using Chase for his business account at the time.  Chase was so unprofessional during this process causing him to visit the branch several times with a different story of what needed to be done each time.  One phone call to Patty and she had all of the paperwork done for us when we came in, all documents were ready to sign for closing the old account and opening the new ones and the transition seemed almost seamless.  My husband closed his business account with Chase and now we have all of our accounts with Fairfield County Bank.  Thank you Patty, and Fairfield County Bank, for always being there to answer questions and doing such an amazing job for us all these years!!  So glad to know, especially now during COVID, that you are only a phone call away!!",5
11/01/2021 13:41:00,Lynda Galella,"Always informative, helpful, quick service, friendly. I can’t say enough about this bank. We have had our main account here for over 30 years and intend to keep it there. Any questions for on-line information, or in- bank information, always answered. They make it personal. Fairfield is the friendly bank.",5
02/02/2023 20:32:30,jiten patel,"The service in Tunxis hill is always to the top ,Maria,Ana,Jahanara and Nilsa they go above and beyond always a pleasure do business at this location.",5
02/02/2023 22:04:11,Kim Currie,"Everyone is so friendly and courteous at the Tunxis Hill Branch!
Excellent customer service ,
All over great experience.",5
08/09/2021 15:18:52,Lucia Palmieri,I’ve had only great experiences with this bank. I am grateful for the service I receive and love the people that work here. How do they know everyone’s name?!? Anyway. I trust this bank with all my transactions.,5
09/27/2022 19:35:12,Micky Correa,I love the tunxia hill branch! The ladies nilsa patti maria ana jana are the best they always welcome you with the biggest smile and are very helpful!!!! Thank you ladies!!!!,5
02/10/2023 18:54:52,John Burtsche,The ladies at tunxis hill are amazing always helpful Patti maria ana Jana nilsa goes above and beyond great work ladies keep it up= nest branch ever.,5
02/13/2022 17:06:03,Bryan Dinkelacker,"I went  to open a business account the process was easy and the waiting time was incredibly fast. Maria Olivieri thank you so much for the professionalism and the patience through the process.
I will mention to family and friends for sure!",5
09/10/2020 15:29:15,Andrew Whitaker,Had a great experience buying my first home through Fairfield County Bank. John Delio was a tremendous help and made the entire process a breeze. He really went above and beyond to help me get a mortgage approved for my current home,5
10/02/2021 14:55:50,Joseph Zerella,"Jahanara Moktar at Fairfield Tunxis Hill branch, is not only very good at her job, she also is committed to customer service and is such a pleasure to see.   Always smiling through her mask, she is a pure gem.",5
07/28/2020 17:35:05,Andrea Flynn,"John A. Delio, Sr. Mortgage Officer at Fairfield County Bank, is professional, quick to respond and very knowledgeable about the market and rates. I would recommend him for financing a house or investment property. He answered all our questions in a timely fashion and politely followed up to make sure all our documents to meet the deadlines.",5
10/07/2022 17:54:37,Wesam Zaytoun,"The tunxis branch is very professional I am always greeted with a warm smile lovely tellers ana nilsa Jana
Patti and Maria are wonderful great banking experience",5
09/27/2022 19:28:31,michele melendez,"I love this location!!
Love the girls at Tunxin Hill Paola, Jana and Nilsa are the best! Always ready to help with a big smile!",5
08/13/2021 14:25:02,Maria Olivieri,"Prior to work  at FCB my husband and i we were customers, however the  the kindeness and patience  of the employees is  incredible .
I  do recommend FCB to a lot peoples i get a text or a phone call to thank me and i love to hear that ..",5
02/18/2021 18:23:54,Robert Mitchell,I had a Venmo scam attack and the bank acted swiftly to protect us. I don't know how it will resolve but I am very happy with the fraud department and how the Tunxis branch helped me out. Thanks Marie!,5
02/13/2020 22:07:29,Martha Coppola,"We have known Virginia E. Turnbull, SVP, Senior Commercial Lender, Fairfield County Bank, a long time and from our very first dealings with her in the banking business have always found her to be fair, honest, and trustworthy.
When we started buying commercial property we immediately went to Virginia for mortgaging.  She was efficient and thorough collecting all the information needed to process and secure mortgages for us.  When she joined Fairfield County Bank, we went to her for a new mortgage, replacing the mortgage we held on a commercial property in Woodbury, CT; a mortgage we are continuing to pay down today.
Through Virginia we met Patricia Connelly, the manager of the Trumbull Branch then, now the Tunxis Hill Branch and the professionalism we found in both of these executives made us very comfortable with the Bank.  We have moved to Florida and continue to bank long distance with the Tunxis Hill Branch.  They are efficient in processing our mail deposits and are courteous and knowledgeable when we call the Branch for information or assistance.
Because of our good and long relationship with the Bank, we have recommended using Fairfield County Bank to numerous friends and colleagues.
Carl and Martha Coppola, Auburndale, FL",5
02/10/2024 16:45:53,Barbara Peck,Friendly staff! They always have a warm greeting and a smile when you walk in. I recommend this bank highly.,5
09/02/2022 15:46:34,Bob Klein,Switching all my accounts to Fairfield County Bank. Great bank and great people! Very helpful assisting in the transfer of accounts.,5
09/17/2022 15:43:54,Angelique Robinson,I came into the bank for a cashiers check and Nilsa was so nice and engaging. I appreciate the friendly service and felling like family,5
02/06/2021 18:33:23,Pat Freyer,"Always friendly and responsive to our needs and requests whether its by phone, e mail or in person (even for safe deposit box service). This branch complies with all Covid 19 precautions. Well done!",5
02/10/2021 19:11:30,Reid Schmidt,This branch makes our banking seamless! The employees are always very courteous and helpful with whatever I may need. Highly recommend them!,5
09/18/2020 13:47:27,Adam McMaster,"This is the second time we have worked with John on a refinancing.  He offered the lowest rate of any bank, including the online banks.  He was extremely diligent and was a pleasure to work with.  I would highly recommend reaching out to him.",5
08/31/2020 12:39:39,Peter Anderson,John Delio made our refinance swift and smooth! We secured a great rate and are very pleased with our new mortgage. We'll continue to build our relationship with FCB!,5
10/08/2022 13:12:48,Ramon Caraballo,"The ladies at Tunxis are very  helpful, always attentive
Ana Jana Nilsa are so friendly they are great at what they do.",5
08/17/2023 15:27:14,Leigh Floody,"Excellent customer service! Friendly, patient, & professional staff.",5
02/14/2023 16:34:47,Gladys Didia,Tuxis hill branch is awesome!    The tellers and managers are not only professional  but very friendly,5
05/10/2022 18:57:41,Michele Mena Correa,"The ladies at this location are amazing!
They are very nice welcoming and helpful specially Nilsa, Paola and Jahara.",5
08/24/2021 14:24:28,Mia Mia,I’m not a client at this bank I came in with a friend and I must say Such a great clean atmosphere the staff we’re so nice to us smiling helpful just great energy going in and going out and very professional .,5
10/06/2022 20:26:38,M Cortes,FFld County Bank has the friendliest staff. They always address you by name and go above and beyond.,5
02/25/2023 13:57:41,Maria Mcgraw,"I went in to the bank yesterday to cash a check and all 3 tellers were very friendly Nilsa,Ana  & Jana!",5
05/15/2022 02:47:13,Alejandro Davila,"Fantastic bank and everyone is super nice I love the friendly atmosphere from everyone Nilsa, Paola and Jana are the best!",5
03/01/2022 15:47:57,Max Feldman,"Very friendly and helpful staff, the women in the bank answered all our questions with patience and professionalism.",5
01/12/2023 21:16:55,Java Ahamed,"Jana was very helpful and kind to me! Anna, Nilsa and Asam were also very resourceful. I appreciate the service!!!",5
04/13/2023 17:25:38,vishal patel,Easy banking and great staff! Very friendly environment! Highly recommended!,5
11/17/2020 01:43:14,Larry Segall,"Great branch manager and team members Past decade appreciate positive connections, affirmative collaborations and supportive inperson and telehealth consults, counseling experiences Larry Segall LCSW",5
05/08/2023 16:17:58,Rick Reyes (Del Mundo),"Outstanding service , love this Branch and this bank. Every one is super helpful. everyone was super helpful,",5
09/23/2022 15:58:45,Jackie Marrero,Cause she have a amazing smile very helpful and her name is Ana smith,5
07/22/2021 19:24:10,Mike Ponticello,"Always a pleasure to work with the team!  I would give ten stars if I could!!!!

They are always so easy to work with and polite!",5
02/12/2021 20:39:31,Ed K,I've been banking with Fairfield County Bank for over 10 years and wouldn't think of banking anywhere else.  Highest levels of customer service  you can find.,5
09/28/2022 17:52:54,Chris Briganti,Great bank to be at! Employees are very kind and easy to talk to,5
09/29/2023 13:55:09,Joss Brenner,Ana Smith was so helpful. She is the best,5
03/05/2022 16:14:38,Ed Kingston,"Awesome custom experience.. especially nilsa, maria, and Carmen from post road. They are best. Tunxis is the best!!",5
02/10/2022 19:22:00,Chris Karaban,The best banking experience ever will never change banks been with them since I was 16 always there to help!,5
12/30/2021 20:23:51,Mark Liberman,Incredible customer service and expertise. Glad I made them my bank almost 20 years ago.,5
09/22/2022 21:04:54,Steve Olivieri,"Great branch, great location very friendly peoples always smile!",5
02/11/2022 17:14:37,Alex Smith,The branch and it’s members provides a great experience. Very helpful. Will always come back.,5
08/10/2023 16:00:27,Dom Dias,"Thank you Maria Oliveri, for your banking knowledge, time, and patience especially this morning..",5
04/14/2023 15:04:17,Alec Berkowitz,"Always a Pleasure banking with them, super friendly staff.",5
11/01/2023 17:13:29,Juan Blondet,Great customer service,5
10/31/2023 18:45:49,Ashmita Patel,Good stuff and good service,5
02/09/2021 20:06:50,Fig Boyz,I recently went to the Tunxis branch to inquire the accounts available. The staff was very knowledgeable and extremely kind for answering all my questions.,5
08/11/2021 18:25:06,Electronica,Had a great experience here. The tellers are friendly and amazing.,5
06/24/2021 23:02:20,jose montanez,"I love My Fairfield County Bank! Customer Service is always A+,",5
09/16/2021 23:52:46,Robert Klein,Excellent bank to deal with. Some of the friendliest tellers and bank personnel around.,5
09/21/2022 15:20:39,Jamie Robinson,Very nice and understanding  people and very clean place to go,5
09/26/2022 18:24:31,Andres Lopez,"Great service, especially from Ms. Ana Smith",5
08/17/2023 14:08:50,Allison Becker,Always friendly and quick.,5
02/23/2023 17:38:05,Uac Uac,The tellers are so pleasant and helpful.,5
02/03/2023 11:30:46,Chris Varcoe,Pleasant and helpful like always.,5
